10000 119913
110 4705 9
7579 379 7
3102 8640 4
4335 3202 10
2186 2985 6
4348 8560 3
8950 2144 8
8595 5886 9
8970 1073 6
5767 1520 1
9693 4736 9
5009 1596 9
5080 50 1
1510 3458 1
4587 6001 9
1943 9224 2
9889 2667 9
4062 7651 2
1572 1295 6
4511 2089 2
2659 3442 2
2225 4996 7
8767 2357 9
3848 655 9
6921 7695 8
5041 5587 7
1033 9791 9
744 8526 3
2406 6903 5
8775 8361 1
3882 4935 10
6290 3066 6
5649 6998 2
8756 4501 4
7015 3337 6
3251 5780 3
3553 207 10
9351 695 8
9944 9545 4
8690 8436 8
4425 4904 9
3248 5808 5
6266 8344 1
8137 1592 8
1845 48 7
2867 1960 3
4584 8130 6
9694 7036 8
4806 7812 1
2145 6527 7
485 8811 10
2230 4826 8
5019 9075 2
5506 1417 10
3758 9450 1
8796 9652 7
6529 3245 3
7830 1204 9
8446 6181 3
8349 6128 5
7900 7730 6
1582 1596 8
7170 4718 4
8008 6676 10
9975 5546 5
8934 5154 3
9631 7358 9
4435 8211 7
537 2112 7
2117 9752 3
6097 4784 5
3376 8518 7
4424 6963 3
5527 7344 6
9637 9985 9
9153 1934 9
2114 2303 2
6666 6629 5
6377 2262 3
3145 122 10
9786 473 3
967 1834 1
7987 349 2
3685 6484 6
9424 5033 2
4547 1651 9
5055 7528 2
1930 641 8
5813 1821 6
9126 545 7
1277 5159 2
1680 1945 10
2366 2522 1
6554 8802 2
2635 117 10
4302 4003 4
950 7765 7
3352 3961 6
7487 2101 5
1383 2133 3
1673 1635 1
2687 4474 6
5144 2909 10
5461 8923 4
8047 9084 2
821 8248 3
5622 2578 8
7172 8134 5
7078 1991 10
3746 5378 7
3511 6182 6
7473 3816 6
1395 4241 6
138 5228 6
1603 7695 4
9876 3789 4
2155 9471 5
1099 9051 4
7659 2761 7
2603 5004 10
7869 7813 4
3432 4915 9
4414 878 10
9273 7423 9
5586 5287 5
5396 6116 10
5772 4724 5
6046 8127 3
8312 3424 8
450 2611 8
174 1431 10
8135 1060 10
6523 7680 5
3451 8357 10
2118 9511 9
6376 5163 10
710 5450 3
9921 705 8
3716 8741 1
9081 7577 4
5113 1950 2
68 8103 2
665 4826 3
2014 6176 7
843 2292 7
2466 1196 5
6384 8487 8
2347 7039 4
1586 2042 8
3731 8952 3
9401 2931 8
2631 687 5
5969 3503 8
3988 146 8
9191 4418 10
1903 5883 4
8369 1536 9
1091 1658 2
7677 978 3
1038 7616 4
1971 4641 8
5708 8391 3
2662 604 9
3739 3142 10
1206 6191 8
228 5810 1
7650 728 6
7251 2078 2
3541 902 6
4051 2499 4
2632 5248 2
2311 2285 2
6691 7598 6
2246 75 4
9816 2601 7
264 9048 8
6745 1227 7
565 7059 1
1055 8367 5
1489 2241 4
510 6676 8
1665 7603 9
945 5296 7
7990 3889 3
3561 754 5
5538 437 2
1699 8251 2
3659 822 5
7012 5517 2
5584 4459 6
3975 3561 3
9543 2062 3
9249 1427 6
575 1422 1
4668 1803 4
1626 1173 2
1794 777 5
8415 3225 4
5205 6006 1
6140 4460 9
9540 2631 6
3172 8710 7
297 5804 4
7607 7228 8
2236 2014 9
3714 2391 8
4075 9996 6
3719 5306 1
6820 1693 5
253 5736 7
795 4365 5
2704 7274 8
9352 500 5
9248 1539 3
1325 8726 7
6047 9065 8
5965 9319 4
8795 52 7
4472 7312 3
1941 374 10
7137 214 1
4865 8303 1
6962 8767 6
449 386 8
2105 8907 4
8002 7423 7
5130 2446 4
4701 888 1
3687 4853 1
230 6209 1
1079 8106 8
3564 1966 4
811 181 6
7051 5552 9
1088 6577 7
1793 3708 5
4268 8087 9
1328 5987 1
3851 3580 3
6962 8844 3
4502 530 2
3313 2980 1
8298 441 4
7470 4660 2
5718 4914 4
405 5441 6
6867 9870 6
2172 1697 10
3141 4068 3
8742 1625 6
3727 698 4
229 85 3
9858 7348 7
2816 656 9
693 669 10
5108 4226 4
1603 1795 1
9677 9411 1
9432 5803 6
252 4359 3
3309 7804 1
9616 4051 4
2703 332 2
1434 1434 1
706 8216 7
352 2076 3
1364 2359 3
9469 8743 5
8027 1903 5
5990 4853 10
2384 7695 3
5346 1816 7
2326 1394 5
4106 4606 1
4404 253 1
7812 7094 4
9314 7287 3
9722 5973 1
2267 8687 3
7587 6592 4
2457 9459 3
6331 7849 1
431 2737 9
4243 137 6
78 2910 10
8437 8195 7
361 6651 3
1799 6247 10
7287 994 2
3257 1538 10
9405 379 10
575 6601 2
5340 7749 10
6261 790 10
6502 9299 7
5824 1801 6
3377 9289 4
3083 4624 1
8398 405 8
8546 5683 5
2545 1057 2
2030 3896 1
1281 9997 3
79 165 1
236 3062 8
1887 7567 10
4706 4384 4
9066 6376 1
2563 9257 4
1366 1782 2
2286 8451 8
1517 8510 1
8689 3372 5
6787 4255 8
2001 845 8
4086 5356 3
956 8860 3
8614 6819 3
8453 1873 9
5732 5673 6
2269 5921 10
669 2483 2
1634 1606 6
1278 7272 9
2716 4312 5
1582 6915 9
2803 2169 4
804 1956 4
8688 1071 3
2917 7908 4
9750 437 6
7482 826 2
7878 4642 3
6128 2 6
2214 8688 10
7601 3627 7
1120 2197 2
5720 3342 4
8476 7577 9
7111 4482 8
1680 5667 2
7393 2429 5
4516 208 6
4577 8770 6
8486 502 2
8533 1968 1
2300 3206 5
4872 7973 6
2214 3126 8
9821 4405 7
8594 342 10
9041 7217 5
5373 4951 6
8113 7599 1
6383 3540 2
1280 667 1
7702 5853 9
8274 6594 9
4767 9412 6
9071 2881 10
8376 8050 9
1797 6706 4
1123 5261 9
811 7875 4
7875 7724 9
7314 9276 3
2457 814 10
5743 7426 4
8666 584 6
637 1780 1
9737 4273 8
3909 3564 6
6675 8394 2
2212 2225 6
7684 3855 5
4313 9718 9
1438 665 3
7033 4951 7
4409 9396 6
2255 4860 1
3523 3445 5
3649 2516 2
8936 6612 5
8023 9381 2
4527 508 2
9454 1229 8
363 1004 10
47 5722 3
2512 9469 10
2457 1514 7
5617 2045 5
249 1050 2
8815 8139 4
3172 6927 1
205 8454 9
3614 6870 3
1870 6870 2
2510 8733 9
6575 5665 8
4803 578 5
7811 2358 1
3175 8329 10
658 5840 8
9194 4878 9
3043 5288 4
8118 1931 2
2278 9832 1
7963 1953 6
6242 7101 1
8184 9994 5
623 382 3
740 3064 9
6651 752 9
9579 4694 6
5998 5777 2
1438 8927 9
603 1208 3
5595 8854 5
2270 4679 7
353 1550 6
8691 991 7
2604 1507 10
4178 9932 9
9194 1189 5
6559 1601 4
9224 6245 4
6669 2215 8
1515 795 4
2992 152 7
987 142 1
275 4143 5
9235 355 1
2593 1239 8
5837 5732 6
6462 574 1
6015 7088 7
2840 164 6
9759 1522 2
2692 3587 6
6928 7100 10
1771 9867 7
7689 6721 3
2455 5133 10
2606 8739 9
8854 1952 9
9442 5395 8
1901 710 10
2206 9174 1
810 6948 7
8944 8785 5
2785 478 4
5519 1901 4
6040 3291 1
9538 1159 6
9338 7945 8
6618 1820 6
30 1053 4
5340 6236 3
1099 3978 3
3449 42 2
5394 4379 4
9906 7254 6
2091 2161 7
424 7821 5
1693 9907 6
2631 2334 3
7750 6466 9
732 6266 7
6378 3879 3
4136 191 4
611 2184 8
9536 3341 8
1535 1370 9
4452 357 9
7865 4009 8
7911 980 10
8412 3756 5
2958 9364 8
6060 8667 3
2942 8929 3
5298 3815 1
7878 2167 10
732 166 7
2176 2400 9
5381 2442 3
9203 4267 3
1120 1499 10
1232 5253 3
598 6997 5
6709 3004 10
8831 7029 4
1666 6875 2
1482 5094 5
6010 1966 8
7855 1710 1
6682 5064 5
1199 2323 8
1838 4846 5
9874 5669 3
3016 3125 10
2225 3256 3
8904 8042 4
558 7694 4
6579 4349 3
920 4674 10
1649 6190 1
4028 7066 1
1093 755 2
7397 3308 9
9432 9489 6
9028 6375 2
423 794 9
8860 4713 5
9508 208 6
2454 9050 3
3038 6079 10
8564 483 6
5432 8314 1
1308 7627 2
373 2058 3
3197 9523 2
1725 6556 8
1647 2658 10
1724 966 9
2994 6577 3
6699 3693 6
1768 5328 1
8785 2429 7
1840 334 4
2169 4509 10
4633 4496 3
317 8551 2
2741 6623 3
4071 2698 7
2651 1038 9
3009 7588 10
8253 7964 2
2889 7875 10
105 5752 3
6065 3672 7
6137 2024 6
3286 641 3
5884 9411 9
5585 5624 4
929 3203 6
5218 8019 8
744 5521 8
8591 6147 4
8460 2030 9
4408 5530 2
8360 5601 2
3841 1058 1
8477 9374 2
283 1428 9
7782 6311 10
1424 9395 7
1617 4613 1
6189 8300 4
862 1629 7
3364 4050 2
7286 3676 1
2144 6466 6
3043 4489 9
6161 2537 6
4078 5508 9
9229 1000 3
2610 912 3
7937 6011 3
3733 1774 10
4355 9133 9
6167 3978 8
8355 5516 2
5984 57 10
2371 2445 7
2845 6664 2
7364 5299 3
1111 2428 3
2360 2473 4
4842 434 6
9869 450 1
6196 3828 5
7435 1827 3
2489 773 1
5596 7637 7
1725 9647 5
3783 4989 9
218 4828 4
8486 1114 2
2830 3721 4
2121 5331 2
5000 1470 7
7820 2320 5
315 7206 9
716 390 6
8106 5816 9
4621 2484 9
645 1248 1
7395 7931 10
8988 6556 7
173 9128 10
4970 6227 10
2664 3747 10
7039 2585 2
1267 3941 2
2082 9062 8
5812 9901 6
6190 2028 8
552 8259 4
8120 3420 6
7023 6041 10
435 1574 9
3982 8710 4
9462 732 6
938 9566 5
5050 7343 7
9294 2667 9
2869 5789 5
2362 8511 5
84 7515 2
4566 8019 3
1443 9925 5
1718 9081 3
6879 91 8
8178 3424 6
5573 8131 3
1108 1553 5
963 3879 1
5849 1502 1
2336 5610 10
8401 5996 2
7633 6058 7
8219 7477 4
4211 4864 2
5935 9406 7
3992 2109 5
8649 6780 8
7832 3896 7
8931 5527 7
5032 1016 5
5172 8432 9
843 2332 2
9566 2332 2
7963 9189 5
8586 8053 8
1433 2494 9
3691 5859 8
7457 8983 3
5518 3580 8
9245 1136 10
9355 5025 10
6027 3371 7
5703 8343 3
2215 7985 6
4557 4759 1
4794 7740 6
7387 4568 2
6190 3243 9
816 3594 3
3049 8236 2
2237 737 5
8376 4634 9
2733 1378 4
5528 2513 3
1972 7080 4
1112 3583 2
3792 5558 8
4747 8942 7
428 3738 8
4888 9221 10
6631 1062 10
4083 4147 10
2642 770 7
5575 4899 5
9086 6713 9
1547 9383 1
1883 5785 5
1845 8675 5
2361 1497 6
3958 8212 1
9014 528 9
7293 1377 7
7906 8700 6
375 2787 2
8483 3260 10
9234 1398 3
3636 7860 6
4338 744 10
866 1218 6
1629 5527 6
5001 217 10
6706 9841 3
560 5348 8
6246 8633 8
465 5014 3
9722 5098 3
6559 3291 4
9969 631 3
7363 2786 4
9007 244 1
7077 4693 6
1468 135 6
6168 1920 7
8118 5255 9
1304 1249 5
486 7513 10
7877 1225 4
7291 3492 7
919 8313 10
3154 9265 9
3193 2024 1
7170 3631 2
6988 2991 5
9165 2854 2
4359 999 5
210 5852 9
4496 8587 1
9308 2395 5
1541 9257 6
5006 441 3
8190 7093 2
5994 4781 7
1398 2423 1
6262 4876 6
2604 6830 10
1680 5582 1
2324 1519 5
94 6301 1
5734 4180 2
9718 6609 7
977 1738 7
2925 4566 7
9612 8630 6
6810 6006 8
2687 2734 3
282 7018 5
7503 2405 10
8383 8919 1
5277 9668 5
4978 9779 8
4984 4988 8
7144 4067 6
8629 8362 6
4237 8848 6
5273 8705 10
6117 5961 1
9331 1755 1
7986 2350 1
4183 4781 3
8573 4713 6
440 4573 6
823 9781 9
3094 8008 5
9101 5928 6
943 5116 10
2494 3685 8
3463 1321 8
4208 3265 5
8622 9190 2
2125 6386 2
5711 4381 7
9471 2772 8
3233 5896 5
1869 7390 8
5129 7478 8
5644 4936 3
9219 2887 4
1014 1589 2
7903 9494 7
7786 2979 5
9358 4209 4
3609 669 1
2212 7036 3
1087 6078 9
9620 4484 2
6206 3551 4
7700 3663 8
2349 4514 4
9405 3631 10
9215 3456 6
1295 2473 6
8653 823 5
3155 1417 1
1413 6725 2
1779 6965 8
9869 1773 8
3308 3264 9
8161 3542 7
1546 2364 9
4380 8203 4
2024 3843 10
1358 1697 2
6867 6781 5
212 5496 10
4235 4337 5
422 1122 9
8500 5036 4
6488 6535 4
5612 9907 1
1891 8272 6
2703 4332 4
783 8680 1
4158 2616 9
6935 5514 10
4052 3088 8
6047 7036 9
6078 5281 9
1421 739 2
9495 415 1
5629 4680 5
9902 2124 4
322 44 8
4594 1398 5
2196 7469 3
400 5541 3
1999 5313 4
4605 9059 9
9092 4710 9
9670 9129 9
6937 8646 9
5804 6447 5
1006 115 1
1385 4973 8
8938 6353 2
2042 5292 2
3102 7973 4
56 1744 10
6849 2331 8
676 5279 2
8888 6379 9
2371 6076 8
9016 5843 3
5193 6992 1
2406 7355 8
7991 2722 7
2389 8898 9
6959 3648 1
4112 2948 3
4732 4855 9
1060 1190 3
40 1466 6
4973 4979 7
413 26 7
4178 5448 9
1686 8702 1
5642 4595 4
6935 2984 2
637 128 7
1628 2106 3
3274 7786 8
2708 8882 8
7243 2892 10
8503 9162 8
9453 5761 1
6842 4061 3
1609 6092 7
5468 7618 10
8403 4052 5
8271 7322 4
4165 5584 9
387 1289 10
3411 4314 9
2351 2888 9
6862 1925 7
3891 8568 5
5095 8230 1
2369 7959 1
1082 8493 10
9007 2164 9
5627 8558 6
7429 6526 2
9129 8990 9
1184 6953 3
2966 1819 2
6498 6800 4
1176 4397 1
724 4472 8
6456 3650 4
3710 698 2
8217 9068 9
7064 482 2
789 3634 7
1071 449 10
6721 1569 8
2449 7973 3
7809 7870 9
1953 3498 5
6178 6120 5
1072 4183 2
2092 2700 4
2424 6954 7
9067 1307 1
5207 1857 4
4417 6158 4
6296 8287 3
8268 4687 9
7014 3950 3
3162 112 8
8610 1822 6
1647 2739 7
506 1188 1
1958 1811 6
3905 2831 3
772 4308 10
8935 1426 6
7902 1193 5
5221 3671 4
7084 5779 10
7636 7899 1
7588 7585 8
1263 7621 4
8456 571 10
2056 6819 7
1886 5540 3
2142 5663 8
6691 5197 2
9300 8824 9
722 7905 6
9864 3197 8
2286 3262 10
9712 275 3
3714 2469 4
332 5510 4
235 2386 1
489 9343 9
1753 6462 6
1767 9434 4
7835 5610 5
1402 6280 7
8327 5234 8
5700 3408 5
6396 8699 9
3385 6216 3
1034 3226 8
6249 9986 10
5662 7856 6
8997 1535 4
1647 5284 7
2383 230 8
7957 6482 3
9966 2817 5
1320 8088 6
2481 6366 3
7909 9158 1
213 4773 1
6989 3610 3
3113 6419 4
457 2920 10
182 1227 5
3864 8834 9
4375 3981 10
7940 2118 8
6402 5598 8
1291 5336 9
1314 4534 3
2796 5870 9
9360 1819 8
9061 4051 10
2515 7168 3
4067 6716 4
9126 6960 4
4182 2642 5
9662 7413 3
4088 5902 8
7348 1848 6
6272 8219 7
4436 1726 1
9070 8122 5
4002 6646 10
7311 4788 6
5287 1670 2
764 9250 10
7498 6001 10
5418 2816 5
5373 1536 9
8726 4357 8
6535 1792 6
1162 1372 9
6072 1909 5
7769 9113 9
607 4870 8
1163 5129 3
6100 1427 5
1213 3367 9
1391 7488 7
9185 7324 1
5122 99 8
1094 8503 10
6566 9229 6
8236 3716 9
6340 9851 10
2763 3341 6
884 6717 3
32 6506 8
8025 8596 1
1004 5268 9
9875 93 2
2110 4783 2
5258 9932 1
4637 2441 7
741 8225 4
1576 9362 4
7205 7710 10
7224 9290 10
8863 3331 8
5908 9232 8
8602 9712 2
5891 4544 7
2950 812 3
9646 6401 9
5684 5231 3
7598 9545 4
3865 2386 4
339 7231 8
6313 4791 8
240 5466 3
3551 465 10
4699 649 9
1317 3877 9
5922 6725 2
1857 8925 9
502 4521 3
1698 3984 3
5324 1367 4
5370 8998 4
1515 8882 5
1516 7317 4
8799 181 4
7293 5901 10
6782 1341 2
1700 1235 5
3299 5926 8
5703 4919 2
1296 5477 7
2914 9207 5
2738 1507 6
471 3631 8
8140 2464 6
416 8393 4
4453 5870 6
6618 1330 2
4015 2465 10
7044 4006 6
8126 9681 3
3787 9973 7
7368 7083 9
1405 2544 4
1526 184 2
4217 5609 8
7008 8808 1
5425 3139 3
56 8368 7
1066 2899 1
4268 5962 9
2166 6361 5
8749 2752 2
7137 1045 9
7217 9712 9
5135 4001 9
6650 8184 10
9244 561 9
6775 7821 4
793 1484 1
1591 7001 5
2304 7472 5
737 4725 7
1461 2617 10
9154 2197 6
2040 2062 9
2956 4681 8
1416 7057 6
596 3336 5
554 1096 10
1559 2916 2
2288 4229 1
6754 1911 9
284 9545 2
9250 5366 3
7353 5142 9
4406 2599 7
1655 7793 8
9930 4256 6
8945 7990 10
9951 959 1
569 551 7
2804 112 7
903 1918 4
7335 4466 8
8737 3889 7
4824 2990 1
2618 7440 2
180 3751 3
7606 5538 8
2368 1192 3
225 206 1
1650 4634 2
888 2116 6
1570 9355 9
2326 8923 10
3071 7352 4
9371 9494 4
9451 6786 5
5624 4400 4
7799 4183 2
5776 8887 8
1436 691 2
6753 1954 6
4561 5555 5
8277 4884 4
6777 4263 7
8020 6723 3
1049 8336 8
2751 7375 4
7456 729 5
7642 8597 4
6816 1723 8
54 5921 6
2103 3938 1
8958 7575 4
6514 2323 3
1346 4050 9
2202 8900 4
9206 9257 3
1462 3816 9
8644 9702 7
9331 8853 1
36 8914 8
8443 6641 5
1495 6107 6
4571 5661 5
2030 245 3
7537 2660 10
6039 5904 1
6048 8419 6
1114 5568 10
2375 7264 9
1922 1736 8
7448 2149 7
7278 4373 10
7379 6863 2
1534 4416 5
8997 7462 8
2390 3404 9
6455 9098 3
7930 1277 7
8218 923 3
8790 729 3
5538 9276 8
6985 457 1
1949 9752 10
2497 9467 10
9013 2683 9
5835 1840 4
4621 4440 7
570 8373 9
4552 6708 1
3630 3799 4
2759 9708 3
8155 5568 10
4235 3078 6
2788 493 2
692 6134 2
5828 1536 1
9282 7968 2
1702 1444 6
1125 7957 10
9382 454 1
6235 6446 6
8329 3233 7
801 3234 10
4975 439 9
4722 9009 5
4367 6739 6
8751 9083 1
1799 524 5
1223 4367 10
7936 1905 6
2720 6047 1
92 8522 5
222 7466 3
441 248 10
383 7531 3
2811 2946 4
3160 5220 9
5541 1363 7
1995 4500 6
7727 2075 2
7185 451 1
7147 1515 4
468 9702 6
2093 111 7
2426 5616 9
1432 4578 6
1061 75 6
7712 5044 8
9783 2822 9
1022 8139 9
7921 2511 1
1507 4333 6
4124 1672 6
6796 2460 6
7345 5010 6
6925 240 5
8084 4867 10
4399 2327 6
4365 5823 5
5472 4329 9
3250 9701 5
1513 2693 3
4410 6268 6
1828 639 3
6956 8765 6
1743 6020 1
9235 1522 3
3537 9813 4
116 7380 1
2425 2211 6
3339 1855 8
6588 3252 2
1849 7228 6
7093 2876 2
6834 2441 9
19 6168 1
6479 936 2
2716 8690 2
3142 1910 1
7643 1385 10
6971 8156 9
7512 955 1
4092 3465 6
6457 5530 3
9153 3429 9
7749 7824 1
3103 6430 10
8943 6695 9
2641 1467 2
7031 1826 3
3497 2041 4
4984 8587 10
4335 5669 8
1564 3632 1
8608 5803 5
1943 4112 2
2739 8108 3
8291 5911 10
1363 4709 1
6205 1084 9
9409 2693 10
8141 7768 5
6149 3330 6
2873 4856 6
4714 1689 5
1906 849 5
1721 1344 9
6916 9346 5
5458 1798 1
7157 6949 5
7343 9486 2
9852 4005 8
2451 138 8
5228 1198 4
4926 939 1
5552 3288 6
8963 8286 3
4074 4916 7
5971 6030 3
5581 5557 3
8322 2769 5
3744 4990 5
3753 1905 5
9800 747 4
8039 7223 9
7922 2969 1
2506 2291 10
2652 8807 9
6555 4593 3
3565 8231 3
7877 1581 5
4694 4222 3
7862 5229 8
9577 2443 5
1489 1940 9
5502 2670 2
8393 9872 8
571 3042 9
4321 8560 7
1192 1702 2
8492 8738 8
6670 8963 2
1480 1932 6
7307 1955 4
5354 6330 7
8770 346 10
2895 8254 2
5233 3293 3
5589 4194 5
8485 232 4
5663 2641 1
5967 2431 9
9327 4514 9
4839 16 4
8967 7473 6
9058 8786 9
7348 7210 7
1776 2956 8
3211 185 4
2142 2546 3
6053 398 10
915 5361 5
5236 8676 7
5132 2373 5
6711 1666 9
8903 3053 4
7668 5310 9
257 7514 4
3688 4471 1
9314 6675 8
839 4507 9
309 3907 2
94 3669 4
2473 4566 3
4480 1577 4
2950 3987 10
8817 2825 5
9799 8537 4
4291 3217 2
2557 5220 6
6267 1601 5
3357 582 9
6750 4900 10
1167 1036 10
6351 4966 9
1946 781 1
6653 4644 2
4919 3632 2
760 6650 9
122 142 4
541 3777 7
4145 9384 1
322 7235 10
9172 8009 6
7488 341 5
9242 2052 9
285 1894 1
1503 8854 2
1298 9762 5
4120 2815 6
1329 9256 8
6868 8080 7
6202 5482 1
8468 1699 1
5964 2721 9
7418 2294 1
1812 7583 4
2799 7292 3
3827 9394 10
2927 2581 8
4942 9949 5
6852 5921 9
2551 8569 10
7939 975 5
2369 1046 2
8730 6095 6
3463 1090 5
8521 9040 3
450 4589 8
3214 5575 7
7078 9841 4
5265 4082 9
5833 708 3
6431 523 3
4254 973 8
4063 222 2
2385 4330 1
8281 5508 6
9668 7840 4
8113 7717 2
1520 3071 2
7478 2598 9
5181 4461 6
2016 1135 7
1048 7099 5
3362 2584 8
2513 1568 1
820 2372 5
1246 7519 9
7838 7358 2
8334 8220 1
6125 3752 2
682 6825 8
9721 4201 1
5040 3090 6
4223 3196 10
7553 6462 9
4378 9281 7
9854 6734 1
4574 3905 3
9231 4387 1
7136 4512 3
8312 9127 2
1259 1823 2
4551 2173 8
2077 8306 2
3503 1254 7
6334 6967 6
9823 4970 6
3169 7291 1
3924 8006 9
3893 2068 1
3271 5120 1
2580 3385 10
4709 1790 3
4204 5705 8
5961 2741 10
983 7579 6
6597 6683 10
6285 9942 7
695 1758 9
1291 2225 6
4651 4881 10
1498 8620 8
3968 6396 5
1265 2117 7
8493 9716 2
8841 1379 10
8836 1060 6
8580 1962 3
2493 8690 6
5600 5993 7
8059 9263 1
5477 5347 2
1700 7876 9
4033 3837 4
5360 4962 6
6150 6470 1
2574 2357 1
9448 9180 9
3746 270 2
5961 2498 6
1813 1922 4
2483 4987 2
7453 1387 6
5354 1390 5
2689 4819 8
513 7621 7
9414 7776 9
154 6548 1
3072 8329 6
3135 8038 2
7878 742 4
4525 4093 7
8402 5128 1
2175 9721 1
1304 431 2
4423 573 7
136 183 9
1369 4782 5
1493 353 1
1027 2434 10
2732 2854 10
6423 9119 5
8814 1960 10
4324 1832 2
1411 480 7
5228 2949 10
8427 1467 6
7392 1216 6
3746 3202 5
3429 9302 8
8755 5758 8
474 6769 4
3487 138 10
1091 7441 3
941 4648 9
3711 9758 1
9673 68 8
5208 1451 5
2230 4021 5
2531 1595 7
2650 2257 3
2560 6508 7
947 8815 1
6429 393 5
1291 6585 7
6770 3861 1
7080 4377 7
2193 2713 6
1351 8323 9
4952 5013 9
6761 5453 7
2317 1456 9
1395 8067 10
1819 1372 6
