200 2330
47 48 6
126 175 10
179 116 7
53 5 4
149 119 1
55 166 3
121 33 7
147 15 9
177 116 7
83 140 5
33 191 2
87 45 10
123 18 6
62 197 9
18 193 8
136 198 8
94 129 8
127 45 7
115 66 2
66 112 1
52 57 6
71 56 6
145 72 9
36 127 8
133 9 1
3 114 10
77 185 5
174 197 1
121 31 6
75 57 1
126 61 6
98 161 3
173 50 9
27 152 2
161 146 7
155 101 3
8 133 5
12 39 2
146 54 7
93 102 9
119 21 8
105 76 8
173 151 6
43 80 7
138 174 3
75 157 10
109 78 2
51 173 9
99 30 9
18 18 3
159 66 8
145 15 7
5 51 6
199 41 3
21 107 6
104 40 2
81 11 10
59 73 7
64 58 10
176 128 8
86 13 9
0 182 5
29 124 3
64 182 1
179 127 8
63 57 8
62 183 5
198 162 2
17 10 4
177 159 2
115 140 4
116 74 6
76 171 7
107 29 5
169 159 3
166 114 7
186 171 2
20 74 2
11 186 2
106 177 9
79 74 9
128 188 6
72 65 5
112 168 3
79 96 8
51 118 10
69 57 3
10 101 2
12 124 8
86 10 5
4 178 6
149 185 4
58 185 2
198 195 9
100 168 1
145 119 9
41 61 8
6 62 10
154 133 6
182 101 8
82 20 8
58 25 7
39 113 4
104 38 3
108 134 4
134 131 6
171 140 8
164 41 9
192 164 2
189 29 8
10 124 9
19 123 4
59 72 7
7 169 7
77 43 1
135 36 4
100 22 3
141 98 3
180 51 7
93 192 2
38 110 8
63 139 8
145 164 1
178 195 4
104 36 4
105 60 6
16 5 6
80 82 6
2 186 10
137 57 10
13 82 7
3 159 2
49 140 4
124 85 6
198 174 1
183 156 2
102 181 7
130 30 7
90 72 2
101 155 8
155 144 6
152 129 8
105 51 4
159 181 3
64 17 6
196 17 7
86 177 3
56 73 1
164 14 5
142 147 5
145 80 4
167 63 7
31 192 7
173 38 4
185 96 5
85 117 8
14 151 1
136 89 5
137 139 1
142 89 1
24 157 3
23 44 6
161 127 1
13 7 6
50 58 4
32 9 1
91 140 4
83 184 4
120 94 5
144 42 3
65 51 4
100 16 9
138 21 6
90 183 1
100 7 4
125 5 1
58 116 2
162 147 1
105 73 7
152 135 4
190 11 10
21 64 8
58 124 10
197 59 9
185 73 6
34 198 7
24 183 3
175 25 1
76 97 6
55 67 9
73 67 8
170 71 8
49 21 2
164 36 1
188 157 5
38 117 6
170 49 9
77 99 7
3 156 3
146 16 4
48 90 2
131 107 5
168 94 4
66 3 9
150 128 6
51 159 7
59 175 10
106 123 2
62 9 2
43 114 6
140 132 2
63 66 8
188 48 5
88 10 1
60 199 8
186 31 10
115 77 6
77 198 8
65 194 8
141 85 9
153 139 10
162 104 8
176 16 3
47 13 4
0 122 1
64 121 5
52 138 8
60 148 7
102 190 3
155 181 4
169 148 4
196 65 5
178 86 6
149 10 6
17 155 6
173 77 7
125 47 2
111 132 9
171 170 1
79 4 2
135 80 7
185 134 10
105 59 6
58 152 10
111 134 8
14 27 3
194 42 2
114 33 1
74 85 2
35 93 1
42 61 6
48 133 2
2 105 2
147 151 2
64 139 2
123 167 7
97 52 5
25 148 8
33 181 3
174 53 3
14 49 9
110 47 8
124 122 3
123 93 6
24 34 3
197 124 6
38 118 8
31 160 5
129 39 3
13 87 6
55 197 7
63 59 4
132 87 4
126 188 9
140 92 7
171 113 4
90 195 4
63 167 10
70 87 9
89 13 2
74 96 10
63 158 1
60 81 10
12 47 5
160 61 3
122 196 7
133 49 6
102 197 5
104 101 2
181 111 3
113 50 10
139 196 4
138 158 10
148 181 2
168 165 3
47 103 7
120 10 1
11 146 1
139 41 4
67 152 9
6 85 10
19 77 1
34 155 10
3 53 9
122 24 10
47 52 7
62 138 8
90 173 10
149 101 1
23 37 9
73 62 10
89 123 8
41 140 6
132 199 8
74 41 1
117 139 1
75 116 2
77 176 1
133 117 6
112 10 5
155 92 8
0 193 4
123 56 3
3 155 3
178 28 5
44 119 2
38 189 2
146 184 4
46 195 4
16 164 4
47 21 4
38 139 3
10 157 1
149 68 1
114 76 1
57 100 9
91 69 10
166 134 9
81 36 6
112 157 6
22 82 8
48 109 9
180 188 6
47 191 4
123 55 6
29 21 10
59 191 8
133 102 8
28 43 9
57 17 5
147 80 9
147 186 5
96 192 10
174 128 10
46 91 5
175 126 8
22 34 7
138 198 3
186 168 4
174 73 2
31 102 1
64 80 1
184 151 2
62 118 5
177 58 2
163 0 3
54 129 4
198 30 4
115 122 10
18 89 6
190 133 1
40 174 2
52 172 3
35 87 8
132 172 2
166 141 8
21 68 6
56 116 4
185 179 3
173 86 10
169 110 6
101 60 10
127 98 7
123 173 10
198 131 4
51 34 7
55 35 8
128 147 4
43 181 3
124 25 5
173 49 3
146 158 5
44 21 1
135 198 7
42 54 6
85 149 10
50 178 8
78 116 2
19 113 7
194 44 1
62 140 2
45 104 4
40 134 4
158 187 5
104 96 3
124 134 6
128 63 1
157 83 7
3 22 5
49 148 1
108 132 3
71 116 3
195 96 9
159 94 1
81 86 8
116 137 1
194 189 3
26 106 8
153 89 2
124 109 9
192 55 1
175 53 7
5 11 8
41 19 6
145 25 10
79 62 5
140 151 4
136 8 8
164 180 6
44 74 3
191 126 8
12 84 8
137 75 7
102 7 4
193 72 10
69 41 9
147 189 9
127 53 8
57 6 6
81 107 7
15 82 6
29 154 1
2 195 9
97 97 7
131 49 7
88 110 10
85 52 10
111 92 10
34 88 1
116 6 9
86 157 10
149 134 2
136 13 8
127 37 9
180 5 6
129 140 4
185 20 9
150 56 7
143 111 9
199 17 1
53 113 5
66 50 5
30 151 7
61 80 4
62 111 2
23 170 5
151 58 8
13 42 8
107 148 9
158 57 6
50 188 7
1 130 1
22 87 9
92 122 6
187 199 8
32 40 3
100 131 5
165 134 6
95 173 2
111 64 4
99 20 2
141 12 7
2 15 5
69 104 5
157 126 3
153 178 3
179 159 7
78 29 4
102 130 6
17 178 8
59 144 7
18 154 8
67 179 5
14 70 5
128 58 5
132 160 6
18 78 5
194 197 5
158 15 2
176 74 9
72 48 6
81 93 1
91 194 4
18 23 1
189 197 1
49 109 4
199 150 2
93 14 5
159 106 8
5 6 2
27 65 4
42 177 4
176 126 9
104 103 1
190 80 3
146 14 7
16 80 9
127 197 7
14 4 8
176 9 4
9 58 9
170 100 4
91 19 6
29 55 5
75 65 1
88 65 3
19 42 10
199 129 4
127 77 5
199 199 3
102 26 9
3 17 3
79 188 2
100 156 1
67 171 4
94 107 6
56 137 1
110 14 5
34 144 8
41 46 6
83 74 4
126 24 9
147 131 9
45 68 1
65 145 3
160 26 2
199 153 2
108 150 6
158 114 4
95 71 5
158 16 8
18 4 4
95 117 3
61 105 4
193 184 4
15 182 4
178 34 3
82 135 10
14 96 5
126 27 4
63 77 7
185 48 5
114 5 10
163 85 2
186 53 4
80 102 6
7 121 10
116 171 9
156 172 9
137 45 7
47 93 8
164 10 9
104 79 5
118 197 9
69 40 8
182 48 6
105 106 5
31 116 6
142 170 9
56 100 7
166 119 7
120 75 5
198 59 2
164 134 9
30 170 3
48 139 2
194 168 1
142 125 1
31 81 8
180 170 7
8 73 5
192 50 5
158 66 9
5 106 8
20 164 1
40 144 3
8 104 10
85 195 3
153 199 9
114 60 5
81 84 2
40 108 9
77 27 3
170 108 3
109 52 5
44 187 9
137 129 3
28 83 4
67 127 1
144 50 2
113 60 10
45 154 6
34 142 5
151 52 4
70 37 6
194 19 7
188 86 1
142 143 8
130 167 3
50 44 4
178 112 5
91 174 8
156 112 9
87 128 7
22 195 9
11 66 8
52 88 3
25 126 8
107 129 8
134 120 7
190 52 4
101 65 4
89 143 6
111 44 7
6 27 9
41 78 10
15 100 9
199 126 5
84 137 8
179 30 1
92 127 7
160 62 4
8 134 10
155 150 1
36 114 1
126 99 10
121 76 4
135 11 3
15 43 5
86 113 8
126 167 9
159 42 2
44 58 1
181 47 3
132 47 7
69 70 2
68 120 3
194 132 7
118 134 4
122 7 1
52 62 10
99 141 4
197 43 9
126 63 4
23 89 6
20 124 4
123 39 7
102 183 8
187 157 6
36 115 4
187 71 8
165 18 1
82 102 3
42 33 1
19 147 7
20 16 6
13 150 2
71 12 8
173 190 8
195 47 8
180 115 5
133 128 7
26 46 10
76 125 4
57 23 1
112 0 10
32 110 4
76 185 6
119 86 7
66 11 1
46 33 8
189 51 10
21 75 2
29 144 5
126 160 4
154 128 10
63 91 6
92 85 7
91 40 2
177 51 9
55 93 1
50 149 2
83 77 1
87 1 3
72 177 6
167 64 5
191 107 7
112 36 3
76 168 8
119 184 10
9 93 4
69 179 4
47 172 9
93 169 5
133 70 3
26 120 10
27 193 9
15 57 10
91 152 5
184 18 6
189 163 9
35 121 7
139 27 3
31 156 6
80 153 10
1 163 6
107 31 6
48 142 3
41 161 7
50 92 10
30 13 6
145 35 1
4 197 4
73 108 3
14 2 2
66 19 3
69 38 8
136 36 2
115 124 9
71 154 8
178 88 4
166 31 4
116 50 1
125 176 4
31 22 7
62 22 5
50 75 2
49 22 3
156 43 7
19 198 6
111 178 8
175 54 3
139 63 4
142 146 10
161 75 5
150 137 6
193 4 5
148 176 6
24 89 10
45 172 9
116 182 4
71 6 10
113 133 5
1 32 4
26 174 4
188 111 3
98 38 9
93 67 7
49 120 1
153 33 2
102 174 4
68 193 9
192 108 5
100 142 8
196 136 3
26 50 3
119 126 3
171 149 7
20 183 3
157 175 5
2 151 2
83 169 6
61 89 3
195 14 4
117 96 4
146 112 7
47 114 6
139 141 7
65 137 9
3 88 5
83 60 10
87 117 7
182 35 7
138 149 8
127 13 10
122 113 2
41 114 2
47 150 2
63 89 7
62 55 7
168 182 2
103 113 7
97 65 10
72 198 5
4 35 1
97 76 4
23 12 2
64 49 5
199 111 6
166 118 5
3 123 3
107 59 4
63 43 6
60 30 7
174 130 8
98 189 6
153 117 10
107 19 7
186 182 10
136 28 9
146 44 8
8 155 3
138 121 2
111 70 6
186 5 2
50 0 8
126 21 6
19 7 4
139 39 4
83 31 5
43 134 4
40 135 4
16 59 7
114 50 8
92 38 9
160 23 9
124 179 2
40 176 3
111 130 2
54 104 4
33 144 2
159 172 2
85 129 2
65 186 5
72 98 5
59 163 9
90 75 1
131 15 5
83 26 4
16 115 6
111 19 5
55 144 9
168 107 10
50 11 4
4 141 10
9 19 4
199 142 9
85 92 9
5 90 2
197 167 1
95 51 9
63 32 5
147 50 7
57 106 10
109 175 8
66 26 6
134 121 10
44 177 6
62 82 3
158 85 8
96 78 9
28 105 2
22 33 10
79 0 2
69 72 3
18 149 2
185 76 10
44 170 6
153 138 9
121 72 10
66 88 2
16 34 6
186 152 8
160 142 9
177 160 2
36 113 8
55 51 4
92 181 4
162 39 9
13 4 10
152 194 8
49 80 8
115 186 6
186 155 6
167 18 9
85 20 3
65 71 6
167 151 8
80 128 7
158 18 2
170 19 8
91 179 7
57 50 8
173 9 8
124 57 8
129 167 7
33 19 2
70 132 3
72 64 10
152 113 1
85 72 5
104 67 1
99 139 10
39 93 9
141 188 8
69 193 2
32 13 9
88 158 4
162 60 7
2 76 10
21 11 8
164 111 5
96 97 2
39 11 9
188 26 5
103 62 10
110 30 4
0 35 3
126 169 6
118 89 6
100 189 7
52 90 1
48 131 10
29 12 4
4 145 9
118 37 5
130 184 6
30 37 8
32 68 9
167 148 3
127 48 10
5 29 9
62 12 3
112 37 10
151 129 8
182 60 7
180 86 4
53 181 10
46 64 10
138 63 1
135 149 9
46 113 3
168 57 4
25 170 4
140 62 1
119 131 4
35 13 10
50 88 6
62 139 4
58 122 9
13 149 8
9 127 7
128 140 8
27 137 9
159 141 7
128 166 3
197 96 7
84 180 4
168 50 9
105 194 10
14 82 4
106 24 7
30 158 8
59 137 8
59 50 3
96 154 9
58 172 2
107 118 6
116 153 4
100 122 1
11 176 1
134 134 9
66 137 4
31 24 7
158 105 1
68 65 9
129 37 4
145 182 1
123 145 4
7 140 9
168 5 8
4 40 7
138 140 9
117 198 9
83 149 7
71 161 8
167 16 9
26 57 4
111 104 6
195 117 7
58 106 1
128 6 2
177 186 6
93 5 5
46 52 8
135 29 6
131 152 7
160 126 1
85 177 2
119 168 3
52 67 4
181 109 2
149 153 3
50 169 5
145 167 9
84 181 7
65 40 4
86 133 10
10 125 4
102 105 5
62 131 6
133 153 3
109 45 2
145 74 10
52 71 1
105 91 10
89 78 10
188 99 7
99 110 2
54 71 1
163 25 9
65 5 8
123 188 6
22 68 4
147 111 9
88 144 10
184 183 10
154 69 6
69 43 1
142 42 8
29 121 6
142 105 5
31 189 3
28 141 2
195 111 5
160 174 8
164 17 10
115 95 7
54 77 2
45 171 7
93 150 4
12 103 6
25 132 5
22 84 8
100 66 9
1 181 9
157 86 3
132 46 4
160 60 2
66 155 8
183 174 7
110 44 6
153 43 10
121 123 8
41 148 10
3 51 3
174 102 9
112 18 6
156 63 2
27 114 9
12 187 6
81 101 10
107 107 7
131 142 4
170 156 10
47 195 2
131 133 9
42 59 10
82 14 4
4 123 3
137 158 10
53 78 9
154 159 7
99 69 5
146 75 4
25 157 4
46 119 2
43 40 4
171 50 8
86 2 3
66 74 8
160 20 5
50 62 2
104 115 6
50 162 8
79 131 6
156 136 7
48 98 5
138 110 5
122 38 3
193 89 6
102 39 3
30 93 10
79 3 10
19 118 7
49 78 2
106 185 10
131 121 6
37 48 2
128 23 10
4 138 10
56 114 1
103 140 4
7 36 5
60 72 7
127 111 2
133 105 7
9 83 9
74 37 5
86 135 3
7 125 5
198 11 2
115 52 7
67 82 2
63 47 7
181 26 10
115 60 7
186 4 4
143 164 5
131 108 2
114 17 1
194 9 8
101 162 5
6 195 8
39 148 2
38 47 2
61 130 7
146 140 5
30 2 3
60 28 5
58 154 1
65 43 1
186 166 6
178 104 8
67 71 3
179 49 1
96 29 9
41 15 1
60 122 6
31 1 8
87 108 6
89 115 1
10 60 2
139 103 9
192 52 5
99 97 2
64 198 5
27 179 1
94 3 4
23 161 1
160 146 1
145 166 8
85 148 9
16 149 1
12 68 5
193 38 3
11 29 2
111 143 8
178 128 6
53 111 6
163 9 10
105 62 1
141 181 9
104 98 4
67 105 5
73 49 8
160 192 8
56 186 9
111 116 7
199 154 6
28 6 8
137 153 10
142 134 3
161 197 3
80 16 1
151 171 10
188 135 5
0 113 4
145 126 6
195 128 7
64 196 7
197 13 9
106 141 3
50 184 5
159 115 10
165 175 9
182 170 5
89 171 7
57 154 8
138 170 4
147 82 8
92 144 10
90 24 2
3 95 8
18 50 8
89 159 4
30 182 1
165 68 1
127 96 8
67 186 9
36 172 5
136 50 2
172 149 8
1 108 4
29 7 4
136 45 7
115 25 5
61 16 9
127 124 6
67 139 2
53 191 2
87 33 5
103 56 8
5 199 3
178 158 8
112 167 1
18 99 10
118 84 2
6 95 2
158 138 10
79 68 2
188 122 5
96 115 5
65 147 4
7 80 1
29 45 6
186 189 8
114 102 6
65 189 5
125 14 3
76 49 9
3 112 4
155 7 3
81 56 6
96 150 5
143 154 2
165 74 4
164 182 2
190 105 1
106 159 3
98 177 2
74 83 6
164 76 4
115 115 2
146 179 1
151 134 9
9 198 10
113 65 1
97 64 10
157 100 8
115 71 2
68 134 3
76 103 5
22 48 5
123 60 4
14 9 8
28 133 4
184 120 3
165 33 7
6 20 10
0 188 2
82 25 7
44 87 5
4 117 2
103 123 6
140 180 7
109 39 7
140 136 9
77 70 1
45 161 6
167 199 10
10 4 5
32 145 10
29 91 5
34 13 8
87 156 1
10 26 5
165 196 7
55 50 2
51 108 10
160 80 10
36 161 10
80 113 6
188 78 6
132 175 8
155 152 9
81 8 5
30 172 6
151 151 4
140 184 10
14 55 7
139 49 7
42 108 9
118 129 3
14 111 10
197 186 4
135 142 3
44 30 4
64 52 5
146 42 8
186 164 9
56 167 9
124 103 5
168 29 5
45 28 2
49 179 8
60 133 7
145 44 5
36 143 3
125 85 8
196 44 8
41 138 3
61 52 10
139 182 9
23 32 7
182 158 1
68 162 2
32 83 7
123 49 9
175 146 1
109 42 8
54 119 1
191 104 1
56 10 2
179 51 3
96 139 4
179 145 9
37 96 5
23 88 9
185 75 5
40 43 8
198 54 3
36 152 4
53 61 2
33 174 4
34 77 10
2 181 10
120 101 8
1 77 9
95 93 6
169 160 6
182 180 7
86 109 1
145 5 8
8 43 10
196 114 3
70 124 6
169 13 1
101 47 10
109 128 4
112 38 7
57 42 2
135 30 8
55 171 10
118 12 2
125 33 4
33 172 6
175 125 8
52 30 2
33 186 9
42 173 3
28 147 4
183 190 10
146 19 2
15 41 6
93 30 6
162 179 1
182 172 3
41 129 3
192 67 8
57 56 3
119 142 5
9 80 10
190 179 9
53 93 1
127 5 7
28 150 3
78 5 4
175 172 2
14 150 8
17 33 9
122 110 10
140 172 8
148 157 8
143 101 1
148 195 5
142 181 6
100 120 1
81 180 7
122 173 2
21 12 10
88 122 6
167 89 4
132 53 4
132 35 7
121 54 2
62 199 10
146 80 9
173 111 2
3 185 2
159 36 2
40 88 1
54 16 6
156 168 1
179 120 1
132 4 7
29 162 10
166 84 3
135 146 4
95 56 4
77 172 6
71 75 6
48 88 10
188 12 8
109 12 1
192 165 6
119 54 3
169 126 4
63 51 8
75 133 4
159 147 6
25 84 9
67 67 10
156 109 9
187 102 7
148 101 5
5 110 10
104 74 2
108 105 3
180 71 9
24 70 6
170 25 4
116 126 8
84 13 6
72 122 4
125 112 1
159 85 3
191 102 8
48 23 7
121 39 8
169 149 8
120 114 2
55 12 4
61 79 1
15 134 6
17 122 2
60 187 7
181 37 6
155 120 6
70 8 5
110 103 5
27 178 7
7 45 2
82 64 3
55 96 1
49 18 7
101 148 9
120 86 6
47 75 8
174 161 7
21 185 6
144 18 3
96 167 4
169 186 10
148 23 2
73 3 6
186 197 3
22 11 5
170 130 5
162 47 6
117 67 3
163 44 5
163 59 8
52 145 6
51 32 5
6 177 10
61 190 9
118 187 5
66 145 1
139 75 2
148 141 4
43 84 4
183 130 8
79 13 3
142 80 5
118 124 6
179 55 4
173 10 8
56 69 4
132 29 6
138 178 9
64 173 9
120 164 6
146 13 8
122 159 1
25 194 9
45 30 2
104 42 4
177 37 8
99 195 9
85 54 8
182 69 9
75 7 5
141 190 1
70 31 1
45 2 5
179 44 9
128 77 2
198 87 1
31 110 7
111 35 9
65 134 1
199 163 9
11 179 6
105 98 4
182 197 6
147 121 5
131 167 5
64 166 9
43 123 7
48 86 6
19 160 2
120 56 10
176 199 9
136 120 4
148 78 7
88 41 1
189 143 9
12 98 8
182 64 6
24 57 10
34 191 2
27 50 10
104 66 6
120 149 6
65 87 4
195 41 9
133 187 7
87 30 10
159 133 9
93 81 4
13 105 8
48 146 1
156 196 2
98 18 10
177 100 2
75 101 4
36 199 8
106 59 2
80 96 6
186 184 7
99 126 7
121 4 6
72 199 4
103 16 3
104 144 4
171 186 8
0 63 1
141 193 10
32 153 9
18 51 5
181 160 6
76 4 7
46 175 3
141 77 9
155 185 1
41 198 1
57 144 3
76 25 4
158 75 10
86 83 8
54 14 4
130 85 4
168 166 9
62 58 10
6 87 9
123 194 7
28 139 6
188 65 10
75 166 7
78 50 1
124 114 7
4 148 6
134 46 9
132 94 2
168 149 7
100 40 6
97 46 4
151 172 5
113 194 5
123 169 2
130 75 2
57 167 10
4 139 6
130 151 2
134 26 9
114 155 3
173 93 1
191 132 6
162 156 2
115 117 1
164 43 5
112 63 10
49 154 6
130 131 6
163 108 9
98 3 3
121 57 5
90 65 8
46 86 7
160 53 4
172 97 6
2 70 1
113 118 9
196 150 7
6 128 6
16 19 4
58 135 10
92 179 7
40 31 5
98 17 7
56 25 3
71 59 6
148 18 4
54 34 3
91 93 6
144 128 4
186 134 4
131 89 2
13 191 4
194 0 4
57 31 9
31 150 9
32 195 2
173 181 7
112 144 7
51 20 2
74 91 9
1 20 9
31 87 3
148 29 10
198 79 3
8 194 8
169 88 4
164 39 6
140 54 6
49 165 1
12 8 5
8 48 4
34 69 9
11 145 5
76 93 1
75 103 8
164 150 6
166 137 1
108 13 10
148 68 4
82 68 7
72 176 8
53 117 10
35 35 4
120 36 3
103 7 7
172 147 1
154 12 9
195 174 6
19 65 8
118 142 10
178 46 8
130 108 3
62 125 10
126 44 9
163 124 6
2 58 6
151 155 9
194 28 2
89 0 7
30 143 1
19 130 1
90 14 8
131 150 8
182 171 9
109 97 5
66 48 10
166 195 4
86 178 3
72 115 10
33 163 3
154 111 7
50 56 3
19 192 1
122 150 4
83 120 8
21 97 7
25 1 1
3 176 5
21 35 3
129 90 10
162 116 10
172 71 7
107 71 7
23 57 9
31 167 6
164 189 10
123 8 8
199 96 6
193 63 10
112 175 8
90 78 8
102 18 2
169 54 5
148 95 4
124 2 7
194 16 1
146 139 7
14 123 6
141 114 9
67 157 9
57 49 10
59 168 10
119 183 10
110 41 4
51 199 1
35 75 3
123 72 9
131 194 5
102 164 6
190 153 3
44 171 2
192 157 6
144 68 9
183 177 9
160 6 1
151 182 8
10 65 7
70 103 7
73 194 2
110 28 7
58 87 3
135 7 5
162 171 7
73 168 9
174 186 4
63 116 3
40 41 5
20 42 6
182 21 4
178 98 8
32 115 9
4 46 3
22 117 4
107 64 4
186 68 5
91 154 3
119 89 9
121 98 10
62 0 6
164 69 1
165 43 6
128 90 8
109 91 10
161 131 2
195 18 6
52 41 10
133 7 3
175 18 3
39 98 2
117 65 2
52 152 2
120 23 9
69 178 6
59 11 9
162 13 9
6 15 2
169 165 5
183 67 4
151 135 3
161 29 2
47 107 7
143 49 1
183 11 2
136 56 9
112 142 2
93 82 9
108 130 10
191 196 8
190 95 8
116 39 7
154 6 1
164 131 10
125 183 3
5 77 10
171 29 5
8 38 2
29 192 10
21 117 4
61 49 7
89 177 7
113 196 3
22 121 5
166 30 1
80 22 7
145 49 9
9 134 1
177 28 5
192 115 8
32 82 2
103 32 6
81 184 6
25 46 2
90 97 7
193 135 10
29 156 5
134 158 9
91 83 8
62 69 2
170 152 6
186 107 1
10 169 4
136 21 3
49 36 1
16 197 2
46 32 5
164 168 8
126 57 5
43 163 5
154 29 4
162 106 10
56 39 7
175 111 3
7 113 4
122 139 2
129 72 4
144 56 9
106 167 10
104 2 2
42 149 1
123 141 4
48 164 6
57 160 3
136 112 5
162 0 5
158 135 9
158 116 9
83 34 6
92 41 9
158 49 1
9 66 10
73 198 2
124 28 5
150 102 10
158 120 4
101 157 5
176 20 1
129 174 4
20 11 4
101 116 9
21 57 5
107 198 1
117 159 1
3 115 6
98 192 2
161 162 2
122 62 7
83 176 4
171 185 3
79 183 8
91 74 2
45 180 5
7 198 2
69 100 5
61 117 10
189 123 1
52 121 10
187 129 3
21 95 5
65 58 5
105 86 7
52 163 1
101 17 9
66 125 8
148 171 5
105 143 1
44 34 3
199 191 4
166 36 5
158 157 10
37 174 3
188 91 10
154 103 3
38 95 7
170 110 1
24 47 8
10 171 6
64 47 2
115 101 7
38 149 1
50 131 5
171 23 5
52 131 3
160 137 10
45 37 1
71 35 8
134 66 2
113 168 8
30 138 4
174 86 7
174 17 8
10 122 6
143 6 6
107 56 1
2 146 9
194 176 5
127 170 5
161 189 2
85 47 3
73 27 4
191 136 6
168 161 8
157 146 8
181 123 1
93 23 9
145 54 6
131 84 9
162 182 4
27 159 10
23 153 6
128 19 7
197 181 3
156 158 3
44 117 6
161 45 6
96 162 10
30 109 9
17 35 9
32 36 1
9 60 7
6 83 9
114 161 7
4 75 5
32 22 8
144 64 1
177 82 9
3 32 4
145 180 3
173 21 10
186 183 6
6 146 2
79 47 10
106 58 6
152 107 5
77 190 3
170 66 1
85 23 8
71 108 6
76 53 5
194 20 9
138 15 7
137 55 2
189 104 10
92 184 3
102 131 9
44 92 5
23 62 1
189 3 4
139 60 8
172 108 9
167 174 8
158 102 1
181 51 9
94 159 9
101 9 3
55 188 5
132 36 3
69 59 10
122 42 4
175 101 3
130 40 10
49 153 9
24 168 4
59 35 2
78 75 5
197 177 1
138 83 1
77 140 4
89 6 8
55 40 6
140 70 3
127 89 1
120 181 8
190 143 9
53 76 4
136 189 5
123 84 8
39 88 10
43 6 2
94 73 7
53 14 7
40 140 7
39 140 10
181 15 2
125 30 3
25 120 7
35 99 2
192 197 6
155 42 3
192 177 6
5 179 10
189 20 5
