1000 8961
589 405 1
133 666 2
991 852 4
491 74 8
127 361 2
562 660 9
144 657 1
613 516 1
937 247 2
934 402 7
785 91 7
269 352 9
62 741 6
870 708 7
268 624 7
866 764 8
344 407 6
471 177 1
350 795 6
508 398 6
411 903 6
490 184 2
367 785 4
185 245 10
989 716 8
379 262 2
795 822 1
474 354 9
43 262 1
39 776 7
848 17 1
301 360 4
406 1 4
805 42 10
593 534 8
188 761 3
848 951 2
6 272 5
169 755 6
974 227 1
601 707 4
936 181 2
67 269 1
349 194 9
102 572 1
351 721 3
489 355 3
512 631 5
492 159 4
566 400 8
986 996 9
594 384 2
536 273 1
797 231 2
881 421 5
459 81 10
306 228 10
515 673 7
779 750 6
78 51 4
426 463 10
614 555 5
408 430 7
379 651 3
522 475 3
385 60 4
925 172 4
390 749 2
550 387 4
342 81 9
64 408 7
663 298 9
761 396 7
332 231 2
222 673 8
324 127 7
474 887 1
994 145 2
433 753 4
45 591 10
78 915 10
157 187 10
364 93 3
598 195 10
462 5 3
975 911 10
963 938 1
594 528 3
579 348 5
433 912 1
246 901 10
670 778 9
193 713 10
315 341 2
751 457 1
356 615 6
681 565 4
785 887 5
963 967 1
649 742 10
627 630 1
400 102 10
933 649 1
610 176 8
610 907 2
441 328 7
696 424 8
682 799 8
841 13 5
638 891 3
500 207 2
464 93 5
391 769 2
244 964 9
213 240 8
447 535 8
934 300 5
984 607 2
816 125 1
165 76 10
234 950 4
157 930 9
14 962 4
425 104 1
511 123 5
260 797 5
453 98 2
495 125 5
19 725 5
325 740 4
188 183 4
270 675 5
941 350 1
270 783 2
71 798 8
340 622 4
108 854 1
457 832 6
443 474 8
825 625 10
645 384 6
451 839 7
675 559 2
297 129 1
951 538 3
467 274 10
532 115 2
750 36 1
8 228 10
576 904 7
757 689 3
349 523 8
693 161 2
47 31 1
402 686 8
40 989 10
93 748 3
827 555 8
210 800 8
661 61 10
135 205 3
733 722 1
47 683 10
469 182 4
204 557 3
598 149 5
358 782 10
144 12 8
71 414 5
979 224 1
151 606 8
902 878 8
868 143 10
321 373 3
365 633 1
441 3 8
670 902 8
642 550 4
753 998 10
634 26 5
284 807 10
223 425 5
996 620 7
386 214 5
237 669 4
942 872 6
467 888 10
355 320 6
963 982 9
718 752 6
71 227 2
781 151 9
790 276 6
145 593 3
797 700 3
213 285 5
442 202 4
522 887 4
26 50 3
979 426 7
547 19 9
15 872 6
242 972 5
516 598 10
342 2 6
929 614 4
563 701 5
624 331 3
155 725 9
457 342 7
117 2 4
140 761 4
674 156 8
725 994 10
324 822 8
883 573 1
842 649 6
20 227 6
0 521 3
193 915 1
225 928 10
591 259 10
739 28 8
848 130 3
904 466 2
801 697 5
356 225 1
919 937 8
222 108 4
433 493 7
732 265 4
104 560 8
207 358 4
213 494 7
646 21 5
713 145 4
909 385 9
745 953 6
147 482 10
173 40 7
175 968 9
241 788 7
294 71 2
292 424 2
169 34 7
907 707 6
421 184 6
745 31 8
716 71 3
632 299 4
65 296 9
362 820 5
758 562 5
197 684 9
502 763 4
758 351 6
629 95 7
886 731 8
454 923 6
682 553 1
655 509 8
50 896 1
410 772 2
605 422 6
724 677 6
861 164 8
27 569 4
757 415 8
488 588 7
498 982 4
815 912 2
945 603 2
963 541 5
496 912 3
999 284 9
561 128 1
2 147 1
79 397 3
87 274 6
11 406 6
691 926 2
539 565 6
158 598 2
584 940 8
988 732 1
776 140 6
537 743 9
166 175 7
740 739 2
454 278 9
250 217 4
119 711 8
166 276 6
351 294 1
191 898 7
402 27 7
394 946 3
423 609 8
551 959 1
897 159 10
542 547 8
940 798 4
455 680 10
467 268 9
141 454 9
367 624 1
909 481 4
636 913 3
789 70 5
346 631 2
475 179 4
18 216 6
294 230 7
371 931 9
352 339 5
96 643 10
185 998 2
823 705 2
371 729 1
97 271 9
479 534 4
971 810 5
177 668 6
989 145 4
491 457 9
31 162 6
552 420 9
16 8 4
209 691 5
468 141 9
588 208 10
829 827 5
616 374 9
80 768 9
769 618 6
28 899 9
261 201 6
871 654 2
210 640 7
188 979 10
386 19 1
69 713 1
857 132 2
701 366 4
982 255 6
169 652 8
382 30 10
821 993 1
630 488 10
628 502 4
420 929 2
942 626 9
244 336 3
307 384 5
170 900 10
573 824 8
910 204 4
650 401 1
559 330 2
799 237 1
857 234 10
506 193 10
545 860 5
160 329 1
30 53 9
484 461 5
583 309 6
52 368 1
877 536 3
198 154 9
53 799 8
802 757 1
497 618 6
934 452 7
391 348 1
829 768 10
139 65 4
149 336 6
25 784 6
125 213 4
451 811 4
270 616 5
917 302 1
622 303 10
900 561 6
208 175 9
901 136 2
599 572 10
246 845 1
720 189 9
931 603 5
470 434 8
417 381 8
922 84 6
799 290 1
554 738 6
648 976 7
746 715 5
609 554 5
26 626 10
627 2 4
950 858 3
862 598 5
45 305 4
601 667 3
583 391 5
359 796 1
1 182 8
845 981 10
632 16 2
791 8 9
360 457 7
552 141 9
317 337 7
285 952 9
192 605 2
935 649 6
592 479 6
11 664 2
706 981 1
172 116 3
545 973 3
741 359 5
510 862 8
202 966 1
741 719 7
229 10 4
821 517 9
949 944 1
408 108 6
909 832 8
271 635 8
617 935 2
830 624 1
798 742 7
238 909 7
982 578 4
88 588 8
418 143 6
108 881 10
344 3 10
394 15 5
327 803 6
380 135 6
130 760 9
996 272 7
5 453 10
836 65 1
21 249 10
411 374 1
55 731 9
369 625 7
989 866 4
412 8 7
302 99 2
149 380 5
697 424 5
451 61 4
982 596 8
887 627 9
648 183 10
669 608 7
706 737 6
413 158 8
253 428 8
988 70 2
76 714 10
39 371 6
867 587 5
112 732 6
327 366 5
191 801 3
354 876 3
274 28 3
232 786 5
859 182 8
179 798 3
780 311 2
949 759 4
926 484 9
981 751 10
253 501 6
595 156 3
868 554 10
488 867 6
527 495 7
655 735 4
328 577 1
817 83 6
280 365 8
28 642 5
825 525 6
960 561 8
316 517 4
975 57 6
741 132 1
832 951 8
312 632 5
125 826 4
651 34 9
798 873 5
946 109 6
136 365 8
715 499 7
157 568 7
968 68 4
412 260 4
145 169 1
849 817 5
302 419 9
848 244 1
683 608 4
873 350 1
357 132 8
154 365 5
95 927 4
937 243 1
232 251 10
819 703 5
880 978 10
184 851 3
937 74 8
717 942 1
858 149 8
439 820 8
452 870 2
193 503 8
453 418 2
467 353 2
74 198 10
477 796 6
439 846 7
876 207 9
849 210 4
557 292 2
334 304 2
493 595 10
322 554 9
72 367 5
420 259 9
70 66 1
955 329 1
502 289 7
539 629 8
440 321 2
870 856 5
896 84 3
68 609 9
8 654 1
530 575 3
360 980 3
243 241 10
911 902 3
625 201 6
610 189 5
461 879 1
881 961 1
763 542 8
649 160 9
725 621 2
764 611 6
9 646 7
598 47 10
483 227 6
906 333 1
884 819 6
311 821 1
870 776 3
90 828 6
231 280 2
140 321 6
373 492 9
330 728 9
186 672 5
111 452 9
152 676 7
73 880 7
49 905 10
515 18 8
444 495 2
372 532 3
133 522 10
461 518 4
712 408 3
559 675 4
465 154 3
442 921 3
833 740 5
718 543 3
32 283 10
89 716 4
301 198 9
563 358 1
214 366 1
74 988 2
102 440 6
658 210 9
412 496 8
45 718 7
93 132 3
410 972 9
808 500 2
87 212 9
250 642 10
470 972 8
812 625 7
498 319 3
817 533 1
133 612 8
62 367 1
717 277 2
440 681 4
54 598 10
816 926 6
771 293 7
686 334 2
959 139 2
793 735 5
959 545 7
198 723 1
198 343 10
340 158 2
487 883 4
261 724 3
745 825 1
464 447 1
263 436 10
640 949 8
411 479 5
392 344 7
337 937 10
338 171 2
655 330 8
380 631 7
235 71 5
789 223 7
681 181 8
712 141 6
953 193 10
470 798 5
714 165 8
596 329 7
284 615 9
526 303 8
428 716 6
956 697 7
794 841 7
279 764 7
447 398 7
160 206 9
983 645 9
340 396 8
226 584 9
367 311 4
676 630 8
165 359 5
156 613 10
520 441 5
838 77 10
465 490 6
405 763 3
617 780 5
689 525 8
421 581 8
760 503 7
724 481 10
910 33 5
284 19 4
812 653 3
599 17 4
690 473 1
224 729 3
650 18 4
483 737 9
544 726 8
968 698 1
296 501 1
528 988 5
498 650 10
938 329 9
559 851 1
335 993 9
651 980 6
531 991 7
289 939 2
392 430 6
951 715 4
677 383 8
151 850 3
357 756 8
551 313 2
433 72 6
697 903 8
711 68 6
535 17 9
494 402 10
398 458 8
832 857 5
521 412 10
753 12 2
293 969 3
553 832 4
318 49 6
293 165 8
45 484 2
308 533 5
139 876 6
748 241 7
738 250 3
805 103 2
314 73 7
287 477 9
640 498 4
533 982 3
875 880 5
835 245 7
300 295 5
224 979 7
74 923 4
101 501 4
279 799 2
168 31 2
929 878 10
960 134 3
462 955 8
897 944 2
1 975 8
885 27 10
512 764 2
911 193 1
788 159 10
770 228 3
910 91 5
949 241 4
677 832 1
606 834 10
737 10 8
871 54 7
252 808 3
180 740 5
256 10 5
962 586 4
300 644 2
126 848 8
697 941 10
187 454 3
646 920 7
341 933 2
449 525 4
342 501 3
659 63 7
686 232 9
134 252 10
593 836 3
814 918 6
255 389 8
764 654 9
232 296 5
375 750 2
562 271 3
14 516 3
849 383 10
206 866 2
937 123 3
871 499 5
763 907 3
767 758 1
195 817 7
768 573 5
419 564 5
378 601 1
599 43 1
476 742 2
936 60 5
974 997 8
359 363 7
778 609 3
713 616 1
270 476 2
623 32 7
122 716 5
987 621 3
324 197 6
246 216 2
43 674 5
719 897 3
356 520 7
476 51 9
20 953 1
835 715 6
875 182 4
669 767 1
552 947 9
56 484 3
353 301 4
109 191 9
198 120 3
572 111 3
748 555 5
733 81 9
986 516 9
881 254 1
558 281 9
829 967 1
373 157 6
31 927 3
17 482 8
66 365 8
668 233 7
670 142 1
593 404 2
354 252 6
55 101 9
302 971 2
306 183 1
78 214 9
303 289 1
386 871 3
252 108 4
648 74 8
996 555 7
963 178 10
411 671 2
454 266 4
47 353 3
617 248 10
347 336 1
702 434 10
37 99 2
784 141 4
475 439 8
834 714 6
669 248 2
473 781 2
680 743 9
718 599 2
44 648 5
150 665 1
805 245 6
967 319 8
653 443 1
674 862 1
240 664 2
391 579 4
566 968 7
192 263 2
80 131 3
351 873 3
480 920 5
580 109 5
278 818 2
748 610 10
119 77 10
631 437 1
825 641 10
341 176 7
618 397 9
303 587 4
621 19 4
852 515 4
188 491 9
870 365 6
733 418 7
220 389 5
139 9 5
786 426 7
104 523 3
442 460 3
168 591 5
29 299 9
641 988 7
655 272 9
992 167 10
718 769 6
915 393 7
684 733 7
633 980 2
465 753 3
509 947 5
103 425 1
344 528 9
338 661 8
985 354 5
542 617 7
394 886 3
760 788 4
883 236 9
395 721 3
193 272 8
632 108 7
151 575 9
255 443 4
801 641 4
903 926 9
2 524 2
17 665 7
915 174 7
932 699 10
341 101 9
129 877 6
617 809 3
702 933 3
991 369 2
432 928 5
674 166 2
314 319 10
402 829 8
675 400 2
815 322 6
224 240 4
384 789 5
320 527 2
703 832 1
311 197 1
471 900 10
592 257 8
719 263 3
333 839 5
745 697 2
854 14 8
597 73 6
572 581 4
224 794 9
631 888 10
846 573 7
554 818 8
922 581 1
763 990 3
790 647 4
704 272 2
377 293 10
235 146 7
544 111 10
102 678 1
781 139 1
939 807 9
965 31 1
885 128 5
261 157 7
594 542 6
329 857 7
941 374 8
962 379 2
89 114 5
331 457 10
433 623 10
446 976 7
712 194 8
341 7 3
167 509 10
573 750 10
295 54 8
997 425 1
308 236 9
674 717 6
956 565 9
483 222 3
560 39 1
61 670 7
401 629 9
523 701 9
878 979 3
810 627 1
704 531 9
59 448 7
696 496 7
332 1 5
993 86 10
96 956 4
608 275 7
595 434 2
931 87 1
206 666 8
618 577 7
891 156 3
673 82 1
510 555 10
320 233 7
95 814 8
512 826 6
142 264 5
150 380 7
239 193 8
225 319 8
472 698 8
411 953 7
230 151 7
454 813 2
257 438 3
914 125 7
514 501 4
914 672 5
909 114 9
481 967 8
272 569 8
556 829 9
313 121 5
660 757 10
48 60 1
804 498 3
106 698 10
589 122 5
197 465 8
902 45 9
156 818 10
283 120 4
210 376 5
720 181 5
37 787 4
218 214 5
855 827 7
838 431 3
273 878 2
723 132 3
612 904 2
154 812 7
679 55 1
124 52 5
245 296 1
625 481 10
44 639 8
674 75 5
560 646 7
963 496 9
6 135 4
613 121 9
467 531 7
851 173 7
852 370 7
477 694 3
738 609 3
328 979 4
452 563 2
203 326 2
695 614 9
690 273 4
758 376 7
874 527 5
779 827 9
247 152 6
400 975 5
159 456 7
861 68 10
808 950 3
641 440 5
933 36 8
216 242 9
391 328 6
226 786 4
581 440 4
282 455 2
211 347 3
457 809 3
229 673 8
938 457 7
639 708 3
289 424 8
440 770 8
770 426 1
343 81 2
39 835 9
654 588 1
798 270 8
644 623 1
702 735 7
477 95 7
987 437 3
265 774 8
222 845 6
167 657 3
332 155 2
581 419 1
136 876 10
37 925 6
977 926 2
267 749 8
621 581 7
884 686 8
258 919 6
744 586 10
392 69 10
326 715 3
715 284 8
549 978 4
793 966 10
323 94 1
920 676 1
485 140 8
396 294 6
968 536 1
523 764 3
88 672 3
506 419 9
761 311 6
139 929 6
928 950 5
591 470 7
763 44 8
424 111 2
371 261 4
180 127 5
756 582 1
693 432 7
714 998 7
726 265 5
53 643 2
373 280 5
64 171 8
494 479 6
608 928 1
585 536 4
62 442 2
674 542 2
982 583 5
337 176 1
629 391 4
20 900 7
468 537 2
650 706 3
942 761 10
114 752 4
591 613 7
791 795 2
958 979 5
111 876 2
756 455 9
315 829 4
397 847 9
840 719 8
956 500 7
846 243 7
408 358 2
329 903 10
231 398 2
630 315 9
372 275 2
329 383 9
719 811 10
8 746 8
630 241 10
835 156 5
528 868 1
223 740 8
160 281 6
247 702 8
719 459 4
573 794 6
262 353 5
865 716 10
799 228 6
752 296 2
24 835 9
745 736 3
171 671 3
663 735 1
482 786 10
379 428 2
64 405 5
53 327 4
2 498 7
384 364 9
961 897 2
653 17 5
433 672 2
501 701 5
809 689 10
551 651 5
21 160 2
90 862 10
323 502 1
634 444 2
821 966 2
53 110 1
302 169 2
299 603 7
358 623 10
272 813 1
15 863 9
30 2 9
909 81 9
193 294 8
150 646 2
650 784 4
413 225 2
274 340 2
189 488 4
18 70 3
307 324 8
905 684 1
37 567 2
417 441 5
431 456 9
608 211 10
834 378 8
733 817 9
13 260 4
591 289 9
169 600 6
968 105 8
396 469 10
600 261 10
465 963 7
259 463 2
310 35 6
156 987 2
976 214 10
885 781 10
481 284 10
125 994 3
127 954 7
411 937 7
620 703 4
932 362 9
47 62 6
248 161 4
365 395 7
900 589 9
132 246 1
759 26 9
897 506 6
110 28 5
722 606 6
183 2 4
109 105 5
343 229 3
335 655 6
302 228 2
212 625 8
791 587 2
921 761 5
337 692 1
202 547 6
668 606 5
593 81 3
148 162 5
656 119 5
751 443 8
295 485 8
925 819 1
551 446 2
158 70 2
910 238 7
98 866 1
609 191 10
411 6 9
787 539 10
798 107 8
272 971 10
338 771 2
48 331 3
909 763 8
485 620 2
25 747 7
231 499 2
963 660 6
840 152 9
65 409 10
839 24 9
431 450 7
599 133 1
523 84 1
877 106 1
318 311 7
394 618 10
123 102 2
307 108 9
743 912 2
699 413 3
3 148 1
634 360 7
825 834 10
990 954 4
206 745 2
631 899 9
48 599 2
626 333 4
449 383 1
442 255 6
789 134 7
917 62 3
836 679 4
814 672 2
884 699 8
616 468 1
385 3 2
889 402 3
596 970 5
268 933 3
980 721 4
661 393 2
901 655 9
900 397 5
724 305 3
368 689 3
253 489 2
405 277 2
497 882 8
528 567 3
403 672 9
483 758 2
879 249 7
762 640 8
968 444 7
813 454 8
842 339 9
628 113 10
210 944 7
235 83 3
59 508 4
457 31 5
764 885 2
294 222 4
330 272 4
204 328 5
995 587 7
560 738 8
573 474 4
824 210 4
858 36 9
853 398 9
800 490 4
262 883 9
193 682 4
984 23 5
621 732 1
120 904 2
697 180 8
706 634 3
143 70 8
238 586 5
68 549 7
481 768 9
185 25 4
702 431 1
995 29 3
365 594 3
548 866 5
384 269 6
887 435 5
711 624 2
546 619 7
41 996 7
492 498 2
205 533 2
764 45 7
792 740 9
571 610 2
849 854 6
131 992 5
135 101 9
120 802 3
833 427 3
70 318 9
883 862 8
132 395 6
403 509 6
231 164 8
319 497 5
19 352 9
921 136 10
419 970 6
477 629 7
441 677 9
379 251 2
730 500 1
726 12 4
361 117 1
228 807 8
611 145 3
547 574 3
166 519 6
991 116 6
548 538 5
596 6 3
486 403 4
698 450 2
161 439 2
944 668 8
732 409 9
634 367 5
572 990 1
230 82 6
829 642 5
65 772 5
820 309 1
579 148 8
605 666 3
173 141 7
744 681 9
348 969 4
107 437 4
218 945 4
478 623 5
637 215 8
291 969 3
330 735 4
960 514 5
842 495 10
667 699 1
227 163 9
879 29 2
886 221 1
504 494 8
401 439 6
579 211 10
329 52 1
474 961 8
60 765 9
801 861 10
847 551 9
893 239 6
533 84 3
278 19 7
485 834 10
810 861 4
180 289 3
644 533 9
62 538 5
869 446 1
701 697 2
994 788 7
399 499 7
761 722 9
380 324 10
265 108 1
231 241 8
449 416 5
878 309 8
196 100 1
563 290 1
264 929 6
801 607 7
384 344 6
520 850 9
188 734 10
197 802 9
789 166 7
345 422 6
863 460 5
501 214 3
988 759 3
570 814 3
839 62 9
88 839 4
42 287 7
781 565 5
174 226 8
124 315 4
620 568 10
165 283 3
476 697 1
860 512 1
220 108 9
865 789 1
531 496 5
664 177 7
443 937 4
122 891 3
884 324 5
798 83 9
935 337 9
368 706 5
489 653 7
400 27 9
790 417 6
225 548 4
339 89 5
333 131 9
972 817 2
91 237 6
46 651 5
163 173 6
587 13 6
307 328 2
953 220 4
4 23 10
529 283 10
966 850 1
410 667 5
615 752 8
390 726 8
303 77 9
881 761 4
450 410 9
533 617 6
641 143 5
652 671 1
711 353 7
771 895 9
63 724 8
628 771 1
492 426 3
79 193 4
777 818 1
54 880 10
782 184 5
946 777 5
130 156 2
909 789 3
456 915 2
95 238 6
679 753 9
630 912 8
412 544 1
601 182 10
148 603 1
681 748 1
113 454 9
926 329 7
61 270 1
454 450 5
81 53 8
548 600 5
301 223 10
663 7 8
223 643 1
127 698 10
570 391 7
630 802 4
195 268 3
925 588 2
776 150 3
822 267 8
870 293 2
975 832 3
726 546 9
788 476 6
258 990 4
177 425 5
681 842 5
373 667 4
766 548 10
261 522 6
672 81 2
809 326 3
376 7 8
885 911 9
703 105 10
679 454 8
740 64 6
983 244 1
48 820 2
521 895 6
612 103 10
557 981 7
319 746 2
923 711 2
985 403 2
692 190 8
718 960 5
920 885 9
522 315 2
700 244 9
25 933 9
349 252 8
794 76 10
721 788 7
186 282 5
802 481 10
159 362 6
505 860 4
40 802 9
53 153 9
233 524 7
958 927 3
443 695 3
944 775 7
879 258 2
709 804 7
267 702 7
253 69 10
64 266 10
264 665 4
43 565 10
704 985 8
929 163 5
872 563 8
120 540 2
45 650 3
619 1 10
975 418 3
207 73 2
316 138 7
280 793 7
964 436 5
670 368 5
257 591 3
909 102 8
975 23 8
561 650 7
752 645 10
105 933 8
831 644 9
201 299 5
160 167 5
151 61 2
625 952 8
432 914 8
910 174 3
578 194 8
211 524 1
784 220 10
356 545 3
383 795 5
329 264 2
701 841 1
971 254 3
999 26 3
392 140 4
720 123 4
311 48 6
869 587 6
48 551 9
401 970 2
21 200 6
182 123 6
608 782 10
730 746 7
446 356 7
666 777 1
500 368 1
877 594 3
577 709 7
229 946 2
980 975 7
821 523 8
50 407 8
391 414 10
806 897 3
945 172 5
687 678 1
415 560 4
29 722 4
565 626 4
96 811 2
11 546 1
822 288 8
65 112 1
46 451 7
666 253 10
430 328 8
855 81 5
351 275 7
328 52 6
810 575 10
304 427 5
89 535 2
705 946 4
494 513 4
807 975 10
277 100 6
529 817 8
26 621 4
962 55 1
77 972 2
426 381 10
723 84 1
558 831 4
170 698 8
350 961 4
254 662 9
66 519 5
680 78 8
231 8 8
379 119 1
686 312 8
779 291 9
877 542 2
495 97 1
348 142 7
86 238 2
296 593 8
698 763 7
350 485 5
89 456 6
357 522 8
228 298 4
697 503 9
620 767 1
237 529 10
425 279 4
762 789 10
681 561 1
732 512 5
452 985 4
640 468 8
599 738 3
734 782 3
444 891 5
49 954 1
549 887 4
104 608 7
608 455 5
601 377 3
51 731 3
390 251 7
577 332 7
455 627 3
952 98 1
999 725 9
720 766 1
418 103 7
159 851 3
